sample_id,source_mode,symbol,direction_guess,direction_confidence,window_start,window_end,anchor_timestamp,anchor_timeframe,anchor_date,anchor_iso_week,month,session,candidate_source_type,entry_level_source,entry_level_confidence,entry_level_price,entry_level_is_heuristic,volatility_bucket,daily_atr_at_anchor,chart_path,html_path,execution_data_status,m1_candles_count,m5_candles_count,m15_candles_count,h1_candles_count,m1_count,m5_count,m15_count,h1_count,execution_window_start,execution_window_end,candidate_reason_codes,limitations,reviewer_should_skip_due_to_missing_ltf_data_manual,htf_liquidity_class_manual,ltf_liquidity_class_manual,multi_tf_alignment_manual,liquidity_taken_manual,liquidity_depth_quality_manual,shallow_liquidity_trap_manual,target_liquidity_available_manual,reaction_zone_present_manual,reaction_zone_type_manual,reaction_zone_age_quality_manual,fvg_valid_manual,ifvg_valid_manual,volume_crack_present_manual,volume_profile_clean_manual,number_theory_confluence_manual,adelin_v2_label_manual,would_trade_manual,no_trade_reason_manual,setup_quality_score_manual,reversal_or_continuation_manual,rare_ifvg_continuation_candidate_manual,expected_sl_pips_manual,sl_acceptable_manual,be_after_reaction_manual,early_close_candidate_manual,accumulation_after_entry_manual,m1_engulfing_against_manual,runner_target_manual,partial_management_manual,expected_target_area_manual,actual_reaction_quality_manual,actual_followthrough_quality_manual,reviewer_confidence_manual,reviewer_notes,automatic_outcome_label,direction_guess,entry_price,entry_level_source,entry_level_confidence,entry_level_reason_codes,entry_level_is_heuristic,max_favorable_pips,max_adverse_pips,time_to_100_pips_minutes,fast_reaction_100pips_15m,sl_20_hit,sl_40_hit,limitations
sample_070,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN_DIRECTION,UNKNOWN,2026-02-17T23:30:00+00:00,2026-02-18T04:00:00+00:00,2026-02-18T01:00:00+00:00,M15,2026-02-18,2026-W08,2026-02,ASIA_OPEN,UNKNOWN,UNKNOWN,UNKNOWN,,True,HIGH,274.6793,charts/sample_070.svg,examples/sample_070.html,REVIEWABLE_M1_M5,211,43,15,4,211,43,15,4,2026-02-17T23:30:00+00:00,2026-02-18T04:00:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|ASIA_OPEN_CONTEXT,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,UNKNOWN_DIRECTION,,UNKNOWN,UNKNOWN,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,True,,,,False,False,False,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY
sample_071,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,UNKNOWN,2026-03-04T08:00:00+00:00,2026-03-04T12:30:00+00:00,2026-03-04T09:30:00+00:00,M15,2026-03-04,2026-W10,2026-03,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,5170.0,True,MID,149.0329,charts/sample_071.svg,examples/sample_071.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-04T08:00:00+00:00,2026-03-04T12:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_SLOW_REACTION,SHORT,5170.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,220.9,325.8,34.0,False,True,True,
sample_072,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-03-04T12:00:00+00:00,2026-03-04T16:30:00+00:00,2026-03-04T13:30:00+00:00,M15,2026-03-04,2026-W10,2026-03,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,MEDIUM,5197.67,True,MID,149.0329,charts/sample_072.svg,examples/sample_072.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-04T12:00:00+00:00,2026-03-04T16:30:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,5197.67,SWEEP_EXTREME,MEDIUM,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,663.7,84.7,46.0,False,True,True,
sample_073,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN_DIRECTION,MEDIUM,2026-03-22T22:30:00+00:00,2026-03-23T03:00:00+00:00,2026-03-23T00:00:00+00:00,M15,2026-03-23,2026-W13,2026-03,ASIA,SWEPT_LIQUIDITY_LEVEL,SWEPT_LIQUIDITY_LEVEL,MEDIUM,4477.27,True,MID,166.9857,charts/sample_073.svg,examples/sample_073.html,REVIEWABLE_M1_M5,181,37,13,4,181,37,13,4,2026-03-22T22:30:00+00:00,2026-03-23T03:00:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|SWEPT_LIQUIDITY_LEVEL_METADATA_AVAILABLE,DIRECTION_NOT_INFERRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_DIRECTION,UNKNOWN_DIRECTION,4477.27,SWEPT_LIQUIDITY_LEVEL,MEDIUM,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,True,,,,False,False,False,DIRECTION_NOT_INFERRED
sample_074,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN_DIRECTION,UNKNOWN,2026-03-17T22:30:00+00:00,2026-03-18T03:00:00+00:00,2026-03-18T00:00:00+00:00,M15,2026-03-18,2026-W12,2026-03,ASIA,UNKNOWN,UNKNOWN,UNKNOWN,,True,MID,132.215,charts/sample_074.svg,examples/sample_074.html,REVIEWABLE_M1_M5,211,43,15,4,211,43,15,4,2026-03-17T22:30:00+00:00,2026-03-18T03:00:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,UNKNOWN_DIRECTION,,UNKNOWN,UNKNOWN,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,True,,,,False,False,False,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY
sample_075,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN_DIRECTION,UNKNOWN,2026-04-05T23:30:00+00:00,2026-04-06T04:00:00+00:00,2026-04-06T01:00:00+00:00,M15,2026-04-06,2026-W15,2026-04,ASIA,ROUND_LEVEL,ROUND_LEVEL,HIGH,4630.0,True,HIGH,203.7179,charts/sample_075.svg,examples/sample_075.html,REVIEWABLE_M1_M5,181,37,13,4,181,37,13,4,2026-04-05T23:30:00+00:00,2026-04-06T04:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,DIRECTION_NOT_INFERRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_DIRECTION,UNKNOWN_DIRECTION,4630.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,,,,False,False,False,DIRECTION_NOT_INFERRED
sample_076,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,HIGH,2026-04-02T15:30:00+00:00,2026-04-02T20:00:00+00:00,2026-04-02T17:00:00+00:00,M15,2026-04-02,2026-W14,2026-04,OTHER,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4643.82,True,HIGH,194.5936,charts/sample_076.svg,examples/sample_076.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-02T15:30:00+00:00,2026-04-02T20:00:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,4643.82,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,123.0,559.3,1.0,True,True,True,
sample_077,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN_DIRECTION,UNKNOWN,2026-04-22T23:30:00+00:00,2026-04-23T04:00:00+00:00,2026-04-23T01:00:00+00:00,M15,2026-04-23,2026-W17,2026-04,ASIA,UNKNOWN,UNKNOWN,UNKNOWN,,True,LOW,122.6307,charts/sample_077.svg,examples/sample_077.html,REVIEWABLE_M1_M5,181,37,13,4,181,37,13,4,2026-04-22T23:30:00+00:00,2026-04-23T04:00:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,UNKNOWN_DIRECTION,,UNKNOWN,UNKNOWN,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,True,,,,False,False,False,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY
sample_078,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-05-04T14:00:00+00:00,2026-05-04T18:30:00+00:00,2026-05-04T15:30:00+00:00,M15,2026-05-04,2026-W19,2026-05,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,4570.0,True,LOW,103.0629,charts/sample_078.svg,examples/sample_078.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-04T14:00:00+00:00,2026-05-04T18:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_SLOW_REACTION,SHORT,4570.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,690.2,132.7,30.0,False,True,True,
sample_079,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-05-04T18:45:00+00:00,2026-05-04T23:15:00+00:00,2026-05-04T20:15:00+00:00,M15,2026-05-04,2026-W19,2026-05,OTHER,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4507.49,True,LOW,103.0629,charts/sample_079.svg,examples/sample_079.html,REVIEWABLE_M1_M5,255,51,17,4,255,51,17,4,2026-05-04T18:45:00+00:00,2026-05-04T23:15:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_FAST_REACTION,LONG,4507.49,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,241.9,0.0,0.0,True,False,False,
sample_080,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN_DIRECTION,MEDIUM,2026-05-17T23:30:00+00:00,2026-05-18T04:00:00+00:00,2026-05-18T01:00:00+00:00,M15,2026-05-18,2026-W21,2026-05,ASIA,SWEPT_LIQUIDITY_LEVEL,SWEPT_LIQUIDITY_LEVEL,MEDIUM,4529.35,True,LOW,107.4436,charts/sample_080.svg,examples/sample_080.html,REVIEWABLE_M1_M5,181,37,13,4,181,37,13,4,2026-05-17T23:30:00+00:00,2026-05-18T04:00:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|SWEPT_LIQUIDITY_LEVEL_METADATA_AVAILABLE,DIRECTION_NOT_INFERRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_DIRECTION,UNKNOWN_DIRECTION,4529.35,SWEPT_LIQUIDITY_LEVEL,MEDIUM,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,True,,,,False,False,False,DIRECTION_NOT_INFERRED
sample_081,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,UNKNOWN,2026-02-04T18:30:00+00:00,2026-02-04T23:00:00+00:00,2026-02-04T20:00:00+00:00,M15,2026-02-04,2026-W06,2026-02,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4910.0,True,HIGH,242.1543,charts/sample_081.svg,examples/sample_081.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-04T18:30:00+00:00,2026-02-04T23:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,LONG,4910.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,607.4,369.9,8.0,True,True,True,
sample_082,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-02-05T00:00:00+00:00,2026-02-05T04:30:00+00:00,2026-02-05T01:30:00+00:00,M15,2026-02-05,2026-W06,2026-02,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5017.32,True,HIGH,255.4407,charts/sample_082.svg,examples/sample_082.html,REVIEWABLE_M1_M5,211,43,15,4,211,43,15,4,2026-02-05T00:00:00+00:00,2026-02-05T04:30:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,5017.32,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,2284.6,64.8,32.0,False,True,True,
sample_083,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN_DIRECTION,MEDIUM,2026-02-18T23:30:00+00:00,2026-02-19T04:00:00+00:00,2026-02-19T01:00:00+00:00,M15,2026-02-19,2026-W08,2026-02,ASIA_OPEN,SWEPT_LIQUIDITY_LEVEL,SWEPT_LIQUIDITY_LEVEL,MEDIUM,4972.97,True,HIGH,250.2014,charts/sample_083.svg,examples/sample_083.html,REVIEWABLE_M1_M5,211,43,15,4,211,43,15,4,2026-02-18T23:30:00+00:00,2026-02-19T04:00:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|ASIA_OPEN_CONTEXT|SWEPT_LIQUIDITY_LEVEL_METADATA_AVAILABLE,DIRECTION_NOT_INFERRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_DIRECTION,UNKNOWN_DIRECTION,4972.97,SWEPT_LIQUIDITY_LEVEL,MEDIUM,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,True,,,,False,False,False,DIRECTION_NOT_INFERRED
sample_084,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN_DIRECTION,UNKNOWN,2026-02-22T23:30:00+00:00,2026-02-23T04:00:00+00:00,2026-02-23T01:00:00+00:00,M15,2026-02-23,2026-W09,2026-02,ASIA_OPEN,UNKNOWN,UNKNOWN,UNKNOWN,,True,MID,173.8536,charts/sample_084.svg,examples/sample_084.html,REVIEWABLE_M1_M5,181,37,13,4,181,37,13,4,2026-02-22T23:30:00+00:00,2026-02-23T04:00:00+00:00,ASIA_OPEN_CONTEXT,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,UNKNOWN_DIRECTION,,UNKNOWN,UNKNOWN,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,True,,,,False,False,False,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY
sample_085,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,UNKNOWN,2026-03-04T17:15:00+00:00,2026-03-04T21:45:00+00:00,2026-03-04T18:45:00+00:00,M15,2026-03-04,2026-W10,2026-03,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,5150.0,True,MID,149.0329,charts/sample_085.svg,examples/sample_085.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-03-04T17:15:00+00:00,2026-03-04T21:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_SLOW_REACTION,SHORT,5150.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,411.7,30.8,37.0,False,True,False,
sample_086,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-03-05T03:30:00+00:00,2026-03-05T08:00:00+00:00,2026-03-05T05:00:00+00:00,M15,2026-03-05,2026-W10,2026-03,ASIA,SWEEP_EXTREME,UNKNOWN,UNKNOWN,5189.98,True,MID,141.9164,charts/sample_086.svg,examples/sample_086.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-05T03:30:00+00:00,2026-03-05T08:00:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,ENTRY_DIRECTION_CONFLICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,SHORT,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,,,,False,False,False,ENTRY_DIRECTION_CONFLICT
sample_087,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN_DIRECTION,MEDIUM,2026-03-24T22:30:00+00:00,2026-03-25T03:00:00+00:00,2026-03-25T00:00:00+00:00,M15,2026-03-25,2026-W13,2026-03,ASIA,SWEPT_LIQUIDITY_LEVEL,SWEPT_LIQUIDITY_LEVEL,MEDIUM,4484.04,True,MID,174.8607,charts/sample_087.svg,examples/sample_087.html,REVIEWABLE_M1_M5,211,43,15,4,211,43,15,4,2026-03-24T22:30:00+00:00,2026-03-25T03:00:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|SWEPT_LIQUIDITY_LEVEL_METADATA_AVAILABLE,DIRECTION_NOT_INFERRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_DIRECTION,UNKNOWN_DIRECTION,4484.04,SWEPT_LIQUIDITY_LEVEL,MEDIUM,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEPT_LIQUIDITY_LEVEL,True,,,,False,False,False,DIRECTION_NOT_INFERRED
sample_088,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN_DIRECTION,UNKNOWN,2026-03-23T22:30:00+00:00,2026-03-24T03:00:00+00:00,2026-03-24T00:00:00+00:00,M15,2026-03-24,2026-W13,2026-03,ASIA,UNKNOWN,UNKNOWN,UNKNOWN,,True,MID,170.8321,charts/sample_088.svg,examples/sample_088.html,REVIEWABLE_M1_M5,211,43,15,4,211,43,15,4,2026-03-23T22:30:00+00:00,2026-03-24T03:00:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,UNKNOWN_DIRECTION,,UNKNOWN,UNKNOWN,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,True,,,,False,False,False,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY
sample_089,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,UNKNOWN,2026-04-06T04:45:00+00:00,2026-04-06T09:15:00+00:00,2026-04-06T06:15:00+00:00,M15,2026-04-06,2026-W15,2026-04,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4630.0,True,HIGH,203.7179,charts/sample_089.svg,examples/sample_089.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-06T04:45:00+00:00,2026-04-06T09:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_SLOW_REACTION,LONG,4630.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,488.3,47.0,42.0,False,True,True,
sample_090,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-04-02T21:00:00+00:00,2026-04-03T01:30:00+00:00,2026-04-02T22:30:00+00:00,M15,2026-04-02,2026-W14,2026-04,ASIA,SWEEP_EXTREME,UNKNOWN,UNKNOWN,4681.85,True,HIGH,194.5936,charts/sample_090.svg,examples/sample_090.html,REVIEWABLE_M1_M5,120,24,8,2,120,24,8,2,2026-04-02T21:00:00+00:00,2026-04-03T01:30:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,ENTRY_DIRECTION_CONFLICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,LONG,,UNKNOWN,UNKNOWN,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME|ENTRY_DIRECTION_CONFLICT,True,,,,False,False,False,ENTRY_DIRECTION_CONFLICT
sample_091,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN_DIRECTION,UNKNOWN,2026-04-23T23:30:00+00:00,2026-04-24T04:00:00+00:00,2026-04-24T01:00:00+00:00,M15,2026-04-24,2026-W17,2026-04,ASIA,UNKNOWN,UNKNOWN,UNKNOWN,,True,LOW,111.3936,charts/sample_091.svg,examples/sample_091.html,REVIEWABLE_M1_M5,181,37,13,4,181,37,13,4,2026-04-23T23:30:00+00:00,2026-04-24T04:00:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN_ENTRY_LEVEL,UNKNOWN_DIRECTION,,UNKNOWN,UNKNOWN,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY,True,,,,False,False,False,DIRECTION_REQUIRED_FOR_SWEEP_ENTRY
sample_092,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,UNKNOWN,2026-05-04T23:45:00+00:00,2026-05-05T04:15:00+00:00,2026-05-05T01:15:00+00:00,M15,2026-05-05,2026-W19,2026-05,ASIA,ROUND_LEVEL,ROUND_LEVEL,HIGH,4520.0,True,LOW,104.675,charts/sample_092.svg,examples/sample_092.html,REVIEWABLE_M1_M5,196,40,14,4,196,40,14,4,2026-05-04T23:45:00+00:00,2026-05-05T04:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,LONG,4520.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,225.8,64.0,163.0,False,True,True,
sample_093,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,HIGH,2026-05-05T04:15:00+00:00,2026-05-05T08:45:00+00:00,2026-05-05T05:45:00+00:00,M15,2026-05-05,2026-W19,2026-05,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4543.79,True,LOW,104.675,charts/sample_093.svg,examples/sample_093.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-05-05T04:15:00+00:00,2026-05-05T08:45:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAST_SL_20,SHORT,4543.79,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,158.0,82.2,72.0,False,True,True,
sample_094,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,UNKNOWN,2026-02-05T06:45:00+00:00,2026-02-05T11:15:00+00:00,2026-02-05T08:15:00+00:00,M15,2026-02-05,2026-W06,2026-02,LONDON_OPEN,ROUND_LEVEL,ROUND_LEVEL,HIGH,4930.0,True,HIGH,255.4407,charts/sample_094.svg,examples/sample_094.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-05T06:45:00+00:00,2026-02-05T11:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LONDON_OPEN_CONTEXT|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_FAST_REACTION,SHORT,4930.0,ROUND_LEVEL,HIGH,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_ROUND_LEVEL,True,805.3,136.2,0.0,True,True,True,
sample_095,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,HIGH,2026-02-05T12:15:00+00:00,2026-02-05T16:45:00+00:00,2026-02-05T13:45:00+00:00,M15,2026-02-05,2026-W06,2026-02,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4894.57,True,HIGH,255.4407,charts/sample_095.svg,examples/sample_095.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-02-05T12:15:00+00:00,2026-02-05T16:45:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_FAST_REACTION,SHORT,4894.57,SWEEP_EXTREME,LOW,EXPLICIT_ENTRY_LEVEL_METADATA_FROM_VISUAL_PACK|EXPLICIT_SOURCE_SWEEP_EXTREME,True,925.0,0.0,0.0,True,False,False,
